trade_id,trader_id,trader_name,trade_date,entry_time,exit_time,exit_date,trading_session,asset,asset_class,trade_type,strategy,entry_price,exit_price,stop_loss,take_profit,quantity,risk_pct,reward_pct,profit_loss,fees,net_profit,trade_duration_min,win_loss,account_balance,max_drawdown_pct,risk_reward_ratio,emotional_state,trade_notes,data_source,entry_datetime,exit_datetime,price_outlier
TT-000586,TR-006,K. Watanabe,2024-02-14,06:01:50,,,Asia,ETH,Crypto,Sell,Breakout,2390.4088,,2482.04128,2113.67873,4.250091,1.091,3.295,,8.64,,,,35296.5,8.813,3.02,Confident,Was too sure of the bias and ignored the opposing signal.,synthetic,2024-02-14 06:01:50,,False
TT-000240,TR-005,L. Fernandez,2024-01-19,14:22:00,,,New York,EURUSD,Forex,Sell,Swing,1.10889,,1.11481,1.08258,38882.872368,2.519,11.209,,5.17,,,,8892.74,19.151,4.45,FOMO,Chased the EURUSD candle after the move was done. Immediate reversal.,synthetic,2024-01-19 14:22:00,,False
TT-006668,TR-009,E. Bauer,2025-05-09,06:08:42,,,Asia,ETH,Crypto,Buy,Trend Following,1361.22374,,1316.1137,1461.81912,2.321059,1.368,3.052,,2.69,,,,7543.77,75.889,2.23,Neutral,"Setup failed, stop hit as planned.",synthetic,2025-05-09 06:08:42,,False
TT-009510,TR-006,K. Watanabe,2026-02-06,04:06:36,,,Asia,EURUSD,Forex,Buy,Scalping,0.81146,,0.80964,0.81361,485990.292881,1.326,1.565,,47.32,,,,65820.61,33.006,1.18,Neutral,"Setup failed, stop hit as planned.",synthetic,2026-02-06 04:06:36,,False
TT-005335,TR-009,E. Bauer,2025-01-15,04:30:00,,,Asia,ETH,Crypto,Buy,Trend Following,1125.28697,,1048.36273,1299.905,0.784493,0.538,1.221,,0.75,,,,11375.92,65.132,2.27,Anxious,"Hesitated on entry, still worked but I left money on the table.",synthetic,2025-01-15 04:30:00,,False
TT-010043,TR-008,R. Sharma,2026-04-01,03:44:12,,,Asia,US30,Index,Sell,Breakout,59727.23943,,60050.0584,59010.5813,1.220848,0.948,2.104,,14.58,,,,42436.93,64.176,2.22,Disciplined,"Clean breakout setup on US30, waited for confirmation and let the target fill.",synthetic,2026-04-01 03:44:12,,False
TT-007368,TR-001,A. Kapoor,2025-07-04,10:22:03,,,London,EURUSD,Forex,Buy,Mean Reversion,0.90337,,0.90027,0.90749,306641.941877,1.382,1.839,,33.24,,,,69966.4,27.584,1.33,Confident,"Good execution, momentum confirmed the bias early.",synthetic,2025-07-04 10:22:03,,False
TT-006335,TR-008,R. Sharma,2025-04-10,11:13:38,,,London,BTC,Crypto,Buy,Trend Following,19946.27611,,19521.43166,21131.59213,1.066678,1.242,3.464,,15.96,,,,36032.54,52.519,2.79,Disciplined,"Valid trend following setup, market simply rejected the level. Stop respected.",synthetic,2025-04-10 11:13:38,,False
TT-001091,TR-011,N. Haddad,2024-03-18,13:45:32,,,New York,BTC,Crypto,Buy,Breakout,24255.40086,,23830.22689,25471.39839,1.107093,1.06,3.032,,20.14,,,,43902.39,19.516,2.86,Neutral,"Choppy conditions on BTC, no follow-through.",synthetic,2024-03-18 13:45:32,,False
TT-008255,TR-006,K. Watanabe,2025-09-25,01:54:15,,,Asia,ETH,Crypto,Buy,Trend Following,1561.58817,,1535.1359,1664.75205,15.483821,0.78,3.043,,20.55,,,,52063.53,33.006,3.9,Confident,Was too sure of the bias and ignored the opposing signal.,synthetic,2025-09-25 01:54:15,,False
TT-002237,TR-007,D. Novak,2024-05-29,09:56:09,,,London,NASDAQ,Index,Buy,Breakout,20634.07837,,20538.51172,20904.53199,4.702354,1.788,5.061,,21.35,,,,24656.87,33.736,2.83,FOMO,Chased the NASDAQ candle after the move was done. Immediate reversal.,synthetic,2024-05-29 09:56:09,,False
TT-007677,TR-003,S. Iyer,2025-07-31,04:10:39,,,Asia,NASDAQ,Index,Sell,Trend Following,38219.47123,,38454.56616,37288.4953,0.426807,1.982,7.848,,3.59,,,,5456.92,76.332,3.96,Disciplined,"Followed the plan exactly. Entry at level, stop below structure, target hit.",synthetic,2025-07-31 04:10:39,,False
TT-006490,TR-006,K. Watanabe,2025-04-25,17:41:02,,,New York,BTC,Crypto,Buy,Trend Following,16913.95236,,16605.87767,17696.46209,1.320046,0.998,2.535,,16.75,,,,40331.16,33.006,2.54,Neutral,"Setup failed, stop hit as planned.",synthetic,2025-04-25 17:41:02,,False
TT-002276,TR-005,L. Fernandez,2024-05-30,01:18:53,,,Asia,BTC,Crypto,Buy,Mean Reversion,22683.03069,,22314.92727,23058.49618,0.209461,2.419,2.468,,3.56,,,,3106.17,71.76,1.02,FOMO,"No setup, pure fear of missing out. Deserved loss.",synthetic,2024-05-30 01:18:53,,False
TT-001103,TR-005,L. Fernandez,2024-03-19,00:52:34,,,Asia,US30,Index,Sell,Scalping,38755.87313,,38814.07211,38687.78031,6.415219,3.769,4.41,,49.73,,,,9482.92,37.945,1.17,Greedy,Held past the invalidation hoping for more. Bad exit.,synthetic,2024-03-19 00:52:34,,False
TT-000802,TR-007,D. Novak,2024-02-27,15:11:03,,,New York,ETH,Crypto,Sell,Order Block (SMC),2439.83857,,2507.30599,2232.71359,9.729625,3.007,9.23,,20.18,,,,23114.83,10.035,3.07,Greedy,,synthetic,2024-02-27 15:11:03,,False
TT-005749,TR-009,E. Bauer,2025-02-18,10:01:25,,,London,EURUSD,Forex,Buy,Scalping,0.80796,,0.80724,0.80875,137917.518431,0.814,0.887,,13.37,,,,12132.88,65.132,1.09,Disciplined,"Valid scalping setup, market simply rejected the level. Stop respected.",synthetic,2025-02-18 10:01:25,,False
TT-000288,TR-004,J. Okafor,2024-01-24,09:25:16,,,London,US30,Index,Buy,Trend Following,39472.81378,,39310.95599,40023.13026,5.187247,0.868,2.951,,40.95,,,,95869.24,6.891,3.4,Disciplined,"Valid trend following setup, market simply rejected the level. Stop respected.",synthetic,2024-01-24 09:25:16,,False
TT-009086,TR-001,A. Kapoor,2025-12-24,13:18:37,,,New York,EURUSD,Forex,Buy,Scalping,0.81793,,0.81711,0.81902,943808.34528,1.061,1.411,,92.64,,,,73785.1,28.476,1.33,Confident,"Read the EURUSD structure well, scaled out at target.",synthetic,2025-12-24 13:18:37,,False
TT-004683,TR-012,T. Bergman,2024-11-21,14:03:18,,,New York,GOLD,Commodity,Sell,Trend Following,2348.08616,,2362.62313,2306.07433,6.326672,0.854,2.467,,4.46,,,,10678.71,67.721,2.89,Confident,Was too sure of the bias and ignored the opposing signal.,synthetic,2024-11-21 14:03:18,,False
TT-000625,TR-001,A. Kapoor,2024-02-16,10:27:40,,,London,EURUSD,Forex,Sell,Breakout,1.06917,,1.07163,1.06226,230286.889368,1.172,3.295,,29.55,,,,47674.76,7.972,2.81,Neutral,"Choppy conditions on EURUSD, no follow-through.",synthetic,2024-02-16 10:27:40,,False
TT-000591,TR-002,M. Chen,2024-02-15,02:18:58,,,Asia,BTC,Crypto,Sell,Breakout,29667.70904,,30035.73328,28828.61379,0.941047,1.215,2.77,,20.94,,,,28134.17,6.317,2.28,Disciplined,"Plan followed, thesis invalidated. Acceptable loss, nothing to fix.",synthetic,2024-02-15 02:18:58,,False
TT-003166,TR-001,A. Kapoor,2024-07-27,08:29:07,,,London,ETH,Crypto,Buy,Mean Reversion,854.58593,,823.6406,896.67159,14.077586,0.942,1.282,,10.23,,,,45775.77,27.584,1.36,Confident,"Overconfident after a winning run, skipped confirmation.",synthetic,2024-07-27 08:29:07,,False
TT-002356,TR-001,A. Kapoor,2024-06-05,11:50:53,,,London,GOLD,Commodity,Buy,News Trading,2264.41158,,2240.83094,2309.2148,11.632447,0.726,1.379,,7.9,,,,38293.84,27.574,1.9,Disciplined,"Followed the plan exactly. Entry at level, stop below structure, target hit.",synthetic,2024-06-05 11:50:53,,False
TT-010914,TR-008,R. Sharma,2026-06-27,11:11:44,,,London,BTC,Crypto,Buy,Breakout,28937.3866,,28246.08198,30306.16973,0.798009,1.304,2.581,,17.32,,,,43387.75,64.176,1.98,Anxious,"Took profit early out of nervousness, trade ran further without me.",synthetic,2026-06-27 11:11:44,,False
TT-010318,TR-003,S. Iyer,2026-04-29,10:33:51,,,London,NASDAQ,Index,Buy,Breakout,41330.76096,,40973.60166,42173.65692,0.119491,1.407,3.321,,1.09,,,,3075.0,81.636,2.36,Anxious,"Took profit early out of nervousness, trade ran further without me.",synthetic,2026-04-29 10:33:51,,False
TT-003781,TR-009,E. Bauer,2024-09-10,10:36:51,,,London,ETH,Crypto,Buy,Trend Following,1347.36631,,1279.14401,1554.07986,4.849082,1.498,4.539,,5.55,,,,21749.07,31.179,3.03,Disciplined,"Plan followed, thesis invalidated. Acceptable loss, nothing to fix.",synthetic,2024-09-10 10:36:51,,False
TT-004074,TR-012,T. Bergman,2024-10-06,08:17:17,,,London,ETH,Crypto,Buy,Swing,1528.30877,,1466.66485,1787.82966,2.353298,1.23,5.179,,3.06,,,,12352.0,62.088,4.21,Confident,"Good execution, momentum confirmed the bias early.",synthetic,2024-10-06 08:17:17,,False
TT-000862,TR-005,L. Fernandez,2024-03-04,02:50:18,,,Asia,BTC,Crypto,Buy,Trend Following,28030.36501,,27434.35971,30170.02405,0.29661,2.085,7.487,,6.24,,,,9105.11,37.945,3.59,Disciplined,"A+ setup. Risk sized correctly, no interference after entry.",synthetic,2024-03-04 02:50:18,,False
TT-008022,TR-006,K. Watanabe,2025-09-02,14:22:17,,,New York,BTC,Crypto,Buy,Breakout,11873.89918,,11683.06912,12366.24072,2.33447,0.95,2.45,,20.79,,,,46449.68,33.006,2.58,FOMO,"No setup, pure fear of missing out. Deserved loss.",synthetic,2025-09-02 14:22:17,,False
TT-010597,TR-012,T. Bergman,2026-05-25,06:39:59,,,Asia,NASDAQ,Index,Sell,Mean Reversion,40259.9231,,40593.76704,39809.23378,1.206123,3.162,4.269,,10.68,,,,12321.06,74.863,1.35,Revenge,Tried to recover the previous loss in one trade. Textbook tilt.,synthetic,2026-05-25 06:39:59,,False
TT-000790,TR-012,T. Bergman,2024-02-26,12:05:38,,,London,BTC,Crypto,Buy,Mean Reversion,29162.29155,,28631.02342,29932.63033,0.738264,1.552,2.25,,16.15,,,,25455.32,24.305,1.45,Neutral,"Standard mean reversion entry, nothing special. Target reached.",synthetic,2024-02-26 12:05:38,,False
TT-003383,TR-008,R. Sharma,2024-08-09,10:39:47,,,London,BTC,Crypto,Buy,Breakout,18113.40243,,17699.67445,18887.07375,1.438463,1.006,1.882,,19.54,,,,59816.67,34.122,1.87,Confident,"Read the BTC structure well, scaled out at target.",synthetic,2024-08-09 10:39:47,,False
TT-000257,TR-011,N. Haddad,2024-01-22,11:34:48,,,London,ETH,Crypto,Buy,Breakout,2279.13635,,2220.79694,2398.14875,17.628643,2.218,4.524,,34.15,,,,48414.57,6.282,2.04,FOMO,"Entered late without confirmation. Worked, but the process was wrong.",synthetic,2024-01-22 11:34:48,,False
TT-010061,TR-006,K. Watanabe,2026-04-02,03:04:41,,,Asia,US30,Index,Sell,News Trading,59973.86208,,60642.73032,58903.67291,1.606025,1.342,2.148,,19.26,,,,79210.67,33.006,1.6,FOMO,Chased the US30 candle after the move was done. Immediate reversal.,synthetic,2026-04-02 03:04:41,,False
TT-005283,TR-012,T. Bergman,2025-01-10,09:06:59,,,London,ETH,Crypto,Buy,Trend Following,1399.94726,,1328.34571,1587.54332,2.419596,1.735,4.547,,2.88,,,,9797.13,74.863,2.62,Disciplined,"Valid trend following setup, market simply rejected the level. Stop respected.",synthetic,2025-01-10 09:06:59,,False
TT-008293,TR-006,K. Watanabe,2025-10-01,01:51:31,,,Asia,EURUSD,Forex,Sell,Scalping,0.84759,,0.84875,0.84604,230793.972015,0.512,0.686,,23.47,,,,51919.21,33.006,1.34,Disciplined,EURUSD reversed on higher-timeframe supply. Good loss.,synthetic,2025-10-01 01:51:31,,False
TT-005022,TR-009,E. Bauer,2024-12-18,08:45:34,,,London,NASDAQ,Index,Buy,Trend Following,30231.02851,,29938.73171,31236.52952,0.188677,0.494,1.701,,1.25,,,,11098.14,63.903,3.44,Disciplined,NASDAQ reversed on higher-timeframe supply. Good loss.,synthetic,2024-12-18 08:45:34,,False
TT-005694,TR-009,E. Bauer,2025-02-13,13:39:00,,,New York,BTC,Crypto,Buy,Trend Following,24844.15822,,24465.33617,25935.16573,0.199245,0.673,1.94,,3.71,,,,11128.01,65.132,2.88,Neutral,"Setup failed, stop hit as planned.",synthetic,2025-02-13 13:39:00,,False
TT-010666,TR-003,S. Iyer,2026-06-01,15:22:14,,,New York,EURUSD,Forex,Sell,Scalping,0.80155,,0.80266,0.80062,46353.72255,1.637,1.375,,4.46,,,,3077.74,82.388,0.84,Neutral,"Choppy conditions on EURUSD, no follow-through.",synthetic,2026-06-01 15:22:14,,False
TT-004623,TR-012,T. Bergman,2024-11-16,02:40:00,,,Asia,BTC,Crypto,Sell,Trend Following,19448.02379,,20129.97723,17722.68159,0.057669,0.377,0.954,,0.84,,,,10527.69,67.721,2.53,Anxious,"Took profit early out of nervousness, trade ran further without me.",synthetic,2024-11-16 02:40:00,,False
TT-005755,TR-002,M. Chen,2025-02-19,08:00:18,,,London,NASDAQ,Index,Sell,Mean Reversion,32301.57671,,32552.46095,31882.60003,0.292864,0.337,0.562,,2.08,,,,21749.5,44.888,1.67,Anxious,"Cut the position early in fear, price later reached my target.",synthetic,2025-02-19 08:00:18,,False
TT-008364,TR-012,T. Bergman,2025-10-09,01:44:16,,,Asia,BTC,Crypto,Buy,Scalping,9914.62809,,9845.36034,9990.82262,2.705659,1.371,1.508,,20.12,,,,13859.12,74.863,1.1,Disciplined,"Clean scalping setup on BTC, waited for confirmation and let the target fill.",synthetic,2025-10-09 01:44:16,,False
TT-005218,TR-004,J. Okafor,2025-01-03,09:02:19,,,London,ETH,Crypto,Buy,Breakout,1603.35456,,1559.05297,1695.05885,29.625438,0.885,1.831,,40.38,,,,151022.07,13.522,2.07,Neutral,"Textbook execution, no emotion involved.",synthetic,2025-01-03 09:02:19,,False
TT-006495,TR-008,R. Sharma,2025-04-27,07:43:34,,,Asia,ETH,Crypto,Sell,News Trading,1103.80468,,1130.5347,1054.88874,10.462758,0.776,1.421,,9.82,,,,36564.28,52.519,1.83,Neutral,"Standard news trading entry, nothing special. Target reached.",synthetic,2025-04-27 07:43:34,,False
TT-010850,TR-004,J. Okafor,2026-06-23,08:33:42,,,London,BTC,Crypto,Buy,Scalping,27409.27732,,27133.43529,27652.01831,2.270024,0.25,0.22,,46.66,,,,299449.87,18.669,0.88,Neutral,"Textbook execution, no emotion involved.",synthetic,2026-06-23 08:33:42,,False
TT-009305,TR-006,K. Watanabe,2026-01-16,11:27:35,,,London,EURUSD,Forex,Sell,Breakout,79.833,,0.80233,0.78929,167198.768099,0.881,1.991,,16.02,,,,75536.85,33.006,2.26,Confident,Was too sure of the bias and ignored the opposing signal.,synthetic,2026-01-16 11:27:35,,True
TT-008618,TR-004,J. Okafor,2025-11-06,14:05:28,,,New York,US30,Index,Buy,Trend Following,64739.40756,,64354.47702,65901.89778,5.108409,0.888,2.683,,66.14,,,,220157.64,18.669,3.02,Anxious,"Cut the position early in fear, price later reached my target.",synthetic,2025-11-06 14:05:28,,False
TT-009029,TR-008,R. Sharma,2025-12-17,11:08:17,,,London,GOLD,Commodity,Buy,Mean Reversion,3124.61273,,3106.62335,3150.33756,14.852982,0.776,1.11,,13.92,,,,34149.88,64.176,1.43,Neutral,"Choppy conditions on GOLD, no follow-through.",synthetic,2025-12-17 11:08:17,,False
TT-004187,TR-009,E. Bauer,2024-10-15,16:21:43,,,New York,ETH,Crypto,Sell,Trend Following,1472.6644,,1540.47255,1248.89753,3.714067,1.449,4.782,,4.65,,,,17162.23,44.825,3.3,FOMO,"No setup, pure fear of missing out. Deserved loss.",synthetic,2024-10-15 16:21:43,,False
TT-003382,TR-008,R. Sharma,2024-08-09,17:13:12,,,New York,GOLD,Commodity,Sell,Trend Following,2413.29241,,2429.92461,2363.22947,15.726995,0.44,1.325,,11.39,,,,59132.98,34.122,3.01,Neutral,"Setup failed, stop hit as planned.",synthetic,2024-08-09 17:13:12,,False
TT-008362,TR-008,R. Sharma,2025-10-09,11:09:00,,,London,EURUSD,Forex,Sell,Breakout,0.84898,,0.85169,0.8437,105498.289753,0.975,1.901,,10.75,,,,29075.24,64.176,1.95,Neutral,"Choppy conditions on EURUSD, no follow-through.",synthetic,2025-10-09 11:09:00,,False
TT-007867,TR-012,T. Bergman,2025-08-17,15:54:46,,,New York,ETH,Crypto,Buy,Scalping,1941.86222,,1921.56659,1966.62288,6.010918,0.956,1.166,,9.92,,,,12899.21,74.863,1.22,Disciplined,"Clean scalping setup on ETH, waited for confirmation and let the target fill.",synthetic,2025-08-17 15:54:46,,False
TT-007785,TR-012,T. Bergman,2025-08-11,09:57:39,,,London,EURUSD,Forex,Sell,Trend Following,0.85848,,0.85978,0.85353,81243.805245,0.848,3.231,,8.37,,,,12841.77,74.863,3.81,Disciplined,"A+ setup. Risk sized correctly, no interference after entry.",synthetic,2025-08-11 09:57:39,,False
TT-004652,TR-009,E. Bauer,2024-11-19,11:29:07,,,London,BTC,Crypto,Buy,Mean Reversion,19059.23284,,18614.76578,19570.36996,0.43685,1.615,1.857,,6.24,,,,11825.63,60.581,1.15,FOMO,Chased the BTC candle after the move was done. Immediate reversal.,synthetic,2024-11-19 11:29:07,,False
TT-006426,TR-004,J. Okafor,2025-04-21,04:30:23,,,Asia,NASDAQ,Index,Sell,Mean Reversion,32702.69322,,32975.49797,32391.69581,6.719674,1.31,1.493,,48.35,,,,138099.1,18.669,1.14,Confident,Was too sure of the bias and ignored the opposing signal.,synthetic,2025-04-21 04:30:23,,False
TT-000013,TR-010,P. Silva,2024-01-01,16:13:09,,,New York,GOLD,Commodity,Buy,Swing,2116.40022,,2106.4925,2142.75475,19.747824,1.63,4.337,,12.54,,,,11791.8,1.735,2.66,Neutral,"Setup failed, stop hit as planned.",synthetic,2024-01-01 16:13:09,,False
TT-002842,TR-003,S. Iyer,2024-07-08,12:58:01,,,London,US30,Index,Buy,Scalping,40818.2781,,40737.58645,40926.40491,1.793525,1.828,2.449,,14.64,,,,7758.87,62.449,1.34,Confident,,synthetic,2024-07-08 12:58:01,,False
TT-007250,TR-007,D. Novak,2025-06-25,00:04:55,,,Asia,NASDAQ,Index,Buy,Swing,36076.91934,,35597.11575,38375.17855,0.109576,1.497,7.173,,0.87,,,,3457.52,88.646,4.79,Neutral,"Setup failed, stop hit as planned.",synthetic,2025-06-25 00:04:55,,False
TT-002360,TR-001,A. Kapoor,2024-06-05,08:17:19,,,London,GOLD,Commodity,Sell,News Trading,2275.16908,,2294.56897,2239.66729,18.368854,0.968,1.771,,12.54,,,,36459.31,27.584,1.83,Neutral,"Setup failed, stop hit as planned.",synthetic,2024-06-05 08:17:19,,False
TT-000827,TR-009,E. Bauer,2024-02-28,11:11:48,,,London,EURUSD,Forex,Sell,Trend Following,1.07362,,1.07837,1.05515,73299.768473,1.285,5.001,,9.44,,,,26711.4,14.348,3.89,Disciplined,EURUSD reversed on higher-timeframe supply. Good loss.,synthetic,2024-02-28 11:11:48,,False
TT-000335,TR-003,S. Iyer,2024-01-29,10:36:21,,,London,NASDAQ,Index,Sell,News Trading,15756.14542,,15874.68371,15444.38971,1.747859,1.513,3.979,,6.06,,,,13481.03,17.129,2.63,Disciplined,"Plan followed, thesis invalidated. Acceptable loss, nothing to fix.",synthetic,2024-01-29 10:36:21,,False
TT-005882,TR-004,J. Okafor,2025-03-02,13:29:19,,,New York,ETH,Crypto,Buy,Breakout,977.91324,,947.49776,1074.02615,42.553025,0.874,2.76,,35.37,,,,147582.18,13.522,3.16,Neutral,"Choppy conditions on ETH, no follow-through.",synthetic,2025-03-02 13:29:19,,False
TT-002043,TR-011,N. Haddad,2024-05-16,17:23:09,,,New York,US30,Index,Sell,Mean Reversion,42082.1444,,42459.01081,41633.67337,1.228536,0.839,0.999,,10.34,,,,55766.24,19.516,1.19,Confident,"Good execution, momentum confirmed the bias early.",synthetic,2024-05-16 17:23:09,,False
TT-008658,TR-012,T. Bergman,2025-11-08,18:40:40,,,New York,BTC,Crypto,Sell,Breakout,9687.88272,,9839.31021,9263.88576,0.626611,1.035,2.899,,4.55,,,,9124.98,74.863,2.8,Anxious,"Cut the position early in fear, price later reached my target.",synthetic,2025-11-08 18:40:40,,False
TT-006825,TR-007,D. Novak,2025-05-23,08:27:36,,,London,NASDAQ,Index,Sell,Swing,32804.07,,33424.91416,30432.43627,0.19925,2.533,9.675,,1.44,,,,5355.43,86.259,3.82,Confident,"Read the NASDAQ structure well, scaled out at target.",synthetic,2025-05-23 08:27:36,,False
TT-004563,TR-004,J. Okafor,2024-11-13,06:09:46,,,Asia,BTC,Crypto,Buy,Breakout,18041.25772,,17753.18281,18813.29849,1.11962,0.22,0.589,,15.15,,,,147582.58,13.522,2.68,Disciplined,"Followed the plan exactly. Entry at level, stop below structure, target hit.",synthetic,2024-11-13 06:09:46,,False
TT-009693,TR-002,M. Chen,2026-02-25,08:55:23,,,London,GOLD,Commodity,Sell,Swing,3304.24602,,3346.40381,3134.35011,2.011566,0.461,1.859,,1.99,,,,18296.69,44.888,4.03,Neutral,"Choppy conditions on GOLD, no follow-through.",synthetic,2026-02-25 08:55:23,,False
TT-008196,TR-001,A. Kapoor,2025-09-19,19:27:13,,,New York,NASDAQ,Index,Sell,Scalping,38819.99872,,38921.38644,38691.23631,1.289509,0.198,0.251,,11.01,,,,65888.77,27.584,1.27,Confident,"Overconfident after a winning run, skipped confirmation.",synthetic,2025-09-19 19:27:13,,False
TT-006884,TR-003,S. Iyer,2025-05-28,09:13:46,,,London,ETH,Crypto,Sell,Trend Following,1605.33107,,1642.89354,1486.25804,5.835902,3.841,12.177,,7.96,,,,6066.86,64.919,3.17,Revenge,Doubled size to make the loss back. Won — dangerous precedent.,synthetic,2025-05-28 09:13:46,,False
